Año,Mes,'Series_IPC'[Ciudad],Nivel,Cód. CCIF,Descripción CCIF,'Indicadores_cuboIPC'[Indicador],'Filtro Indicador'[Indicador]
2005,Diciembre,Nacional,Grupo,11,Alimentos,60.21,Índice
2005,Diciembre,Nacional,Grupo,11,Alimentos,0.72,Variación mensual
2005,Diciembre,Nacional,Grupo,12,Bebidas no alcohólicas,59.38,Índice
2005,Diciembre,Nacional,Grupo,12,Bebidas no alcohólicas,0.17,Variación mensual
2006,Enero,Nacional,Clase,111,Pan y cereales (ND),50.38,Índice
2006,Enero,Nacional,Clase,111,Pan y cereales (ND),0.46,Variación mensual
2006,Enero,Nacional,Clase,111,Pan y cereales (ND),-2.13,Variación anual
2006,Enero,Nacional,Clase,111,Pan y cereales (ND),0.46,Variación acumulada
2006,Enero,Nacional,Clase,112,Carne (ND),61.03,Índice
2006,Enero,Nacional,Clase,112,Carne (ND),1.96,Variación mensual
2006,Enero,Nacional,Clase,112,Carne (ND),7.27,Variación anual
2006,Enero,Nacional,Clase,112,Carne (ND),1.96,Variación acumulada
2006,Enero,Nacional,Clase,113,Pescado (ND),57.44,Índice
2006,Enero,Nacional,Clase,113,Pescado (ND),-1.04,Variación mensual
2006,Enero,Nacional,Clase,113,Pescado (ND),2.98,Variación anual
2006,Enero,Nacional,Clase,113,Pescado (ND),-1.04,Variación acumulada
2006,Enero,Nacional,Clase,114,"Leche, queso y huevos (ND)",66.73,Índice
2006,Enero,Nacional,Clase,114,"Leche, queso y huevos (ND)",0.26,Variación mensual
2006,Enero,Nacional,Clase,114,"Leche, queso y huevos (ND)",6.18,Variación anual
2006,Enero,Nacional,Clase,114,"Leche, queso y huevos (ND)",0.26,Variación acumulada
2006,Enero,Nacional,Clase,115,Aceites y grasas (ND),51.33,Índice
2006,Enero,Nacional,Clase,115,Aceites y grasas (ND),0.01,Variación mensual
2006,Enero,Nacional,Clase,115,Aceites y grasas (ND),-0.19,Variación anual
2006,Enero,Nacional,Clase,115,Aceites y grasas (ND),0.01,Variación acumulada
2006,Enero,Nacional,Clase,116,Frutas (ND),63.57,Índice
2006,Enero,Nacional,Clase,116,Frutas (ND),2.73,Variación mensual
2006,Enero,Nacional,Clase,116,Frutas (ND),6.66,Variación anual
2006,Enero,Nacional,Clase,116,Frutas (ND),2.73,Variación acumulada
2006,Enero,Nacional,Clase,117,Legumbres-Hortalizas (ND),72.88,Índice
2006,Enero,Nacional,Clase,117,Legumbres-Hortalizas (ND),2.1,Variación mensual
2006,Enero,Nacional,Clase,117,Legumbres-Hortalizas (ND),23.65,Variación anual
2006,Enero,Nacional,Clase,117,Legumbres-Hortalizas (ND),2.1,Variación acumulada
2006,Enero,Nacional,Clase,118,"Azúcar, mermelada, miel, chocolate y dulces de azúcar (ND)",55.45,Índice
2006,Enero,Nacional,Clase,118,"Azúcar, mermelada, miel, chocolate y dulces de azúcar (ND)",1.31,Variación mensual
2006,Enero,Nacional,Clase,118,"Azúcar, mermelada, miel, chocolate y dulces de azúcar (ND)",-0.05,Variación anual
2006,Enero,Nacional,Clase,118,"Azúcar, mermelada, miel, chocolate y dulces de azúcar (ND)",1.31,Variación acumulada
2006,Enero,Nacional,Clase,119,Productos alimenticios n.e.p. (ND),60.35,Índice
2006,Enero,Nacional,Clase,119,Productos alimenticios n.e.p. (ND),0.7,Variación mensual
2006,Enero,Nacional,Clase,119,Productos alimenticios n.e.p. (ND),-0.91,Variación anual
2006,Enero,Nacional,Clase,119,Productos alimenticios n.e.p. (ND),0.7,Variación acumulada
2006,Enero,Nacional,Clase,121,"Café, té y cacao (ND)",48.95,Índice
2006,Enero,Nacional,Clase,121,"Café, té y cacao (ND)",0.62,Variación mensual
2006,Enero,Nacional,Clase,121,"Café, té y cacao (ND)",11.84,Variación anual
2006,Enero,Nacional,Clase,121,"Café, té y cacao (ND)",0.62,Variación acumulada
2006,Enero,Nacional,Clase,122,"Aguas minerales, refrescos, jugos de frutas y de legumbres (ND)",62.47,Índice
2006,Enero,Nacional,Clase,122,"Aguas minerales, refrescos, jugos de frutas y de legumbres (ND)",1.36,Variación mensual
2006,Enero,Nacional,Clase,122,"Aguas minerales, refrescos, jugos de frutas y de legumbres (ND)",-1.68,Variación anual
2006,Enero,Nacional,Clase,122,"Aguas minerales, refrescos, jugos de frutas y de legumbres (ND)",1.36,Variación acumulada
2006,Enero,Nacional,División,1,Alimentos y bebidas no alcohólicas,60.91,Índice
2006,Enero,Nacional,División,1,Alimentos y bebidas no alcohólicas,1.22,Variación mensual
2006,Enero,Nacional,División,1,Alimentos y bebidas no alcohólicas,6.43,Variación anual
2006,Enero,Nacional,División,1,Alimentos y bebidas no alcohólicas,1.22,Variación acumulada
2006,Enero,Nacional,Grupo,11,Alimentos,60.94,Índice
2006,Enero,Nacional,Grupo,11,Alimentos,1.22,Variación mensual
2006,Enero,Nacional,Grupo,11,Alimentos,6.86,Variación anual
2006,Enero,Nacional,Grupo,11,Alimentos,1.22,Variación acumulada
2006,Enero,Nacional,Grupo,12,Bebidas no alcohólicas,60.12,Índice
2006,Enero,Nacional,Grupo,12,Bebidas no alcohólicas,1.24,Variación mensual
2006,Enero,Nacional,Grupo,12,Bebidas no alcohólicas,0.34,Variación anual
2006,Enero,Nacional,Grupo,12,Bebidas no alcohólicas,1.24,Variación acumulada
2006,Febrero,Nacional,Clase,111,Pan y cereales (ND),50.3,Índice
2006,Febrero,Nacional,Clase,111,Pan y cereales (ND),-0.18,Variación mensual
2006,Febrero,Nacional,Clase,111,Pan y cereales (ND),-3.89,Variación anual
2006,Febrero,Nacional,Clase,111,Pan y cereales (ND),0.29,Variación acumulada
2006,Febrero,Nacional,Clase,112,Carne (ND),63.9,Índice
2006,Febrero,Nacional,Clase,112,Carne (ND),4.7,Variación mensual
2006,Febrero,Nacional,Clase,112,Carne (ND),11.8,Variación anual
2006,Febrero,Nacional,Clase,112,Carne (ND),6.76,Variación acumulada
2006,Febrero,Nacional,Clase,113,Pescado (ND),58.12,Índice
2006,Febrero,Nacional,Clase,113,Pescado (ND),1.19,Variación mensual
2006,Febrero,Nacional,Clase,113,Pescado (ND),3.38,Variación anual
2006,Febrero,Nacional,Clase,113,Pescado (ND),0.13,Variación acumulada
2006,Febrero,Nacional,Clase,114,"Leche, queso y huevos (ND)",66.12,Índice
2006,Febrero,Nacional,Clase,114,"Leche, queso y huevos (ND)",-0.92,Variación mensual
2006,Febrero,Nacional,Clase,114,"Leche, queso y huevos (ND)",5.09,Variación anual
2006,Febrero,Nacional,Clase,114,"Leche, queso y huevos (ND)",-0.66,Variación acumulada
2006,Febrero,Nacional,Clase,115,Aceites y grasas (ND),50.93,Índice
2006,Febrero,Nacional,Clase,115,Aceites y grasas (ND),-0.78,Variación mensual
2006,Febrero,Nacional,Clase,115,Aceites y grasas (ND),-0.98,Variación anual
2006,Febrero,Nacional,Clase,115,Aceites y grasas (ND),-0.77,Variación acumulada
2006,Febrero,Nacional,Clase,116,Frutas (ND),66.18,Índice
2006,Febrero,Nacional,Clase,116,Frutas (ND),4.12,Variación mensual
2006,Febrero,Nacional,Clase,116,Frutas (ND),9.29,Variación anual
2006,Febrero,Nacional,Clase,116,Frutas (ND),6.96,Variación acumulada
2006,Febrero,Nacional,Clase,117,Legumbres-Hortalizas (ND),74.62,Índice
2006,Febrero,Nacional,Clase,117,Legumbres-Hortalizas (ND),2.39,Variación mensual
2006,Febrero,Nacional,Clase,117,Legumbres-Hortalizas (ND),25.94,Variación anual
2006,Febrero,Nacional,Clase,117,Legumbres-Hortalizas (ND),4.54,Variación acumulada
2006,Febrero,Nacional,Clase,118,"Azúcar, mermelada, miel, chocolate y dulces de azúcar (ND)",56.86,Índice
2006,Febrero,Nacional,Clase,118,"Azúcar, mermelada, miel, chocolate y dulces de azúcar (ND)",2.54,Variación mensual
2006,Febrero,Nacional,Clase,118,"Azúcar, mermelada, miel, chocolate y dulces de azúcar (ND)",2.49,Variación anual
2006,Febrero,Nacional,Clase,118,"Azúcar, mermelada, miel, chocolate y dulces de azúcar (ND)",3.88,Variación acumulada
2006,Febrero,Nacional,Clase,119,Productos alimenticios n.e.p. (ND),59.94,Índice
2006,Febrero,Nacional,Clase,119,Productos alimenticios n.e.p. (ND),-0.69,Variación mensual
2006,Febrero,Nacional,Clase,119,Productos alimenticios n.e.p. (ND),-2.22,Variación anual
2006,Febrero,Nacional,Clase,119,Productos alimenticios n.e.p. (ND),0.01,Variación acumulada
2006,Febrero,Nacional,Clase,121,"Café, té y cacao (ND)",48.23,Índice
2006,Febrero,Nacional,Clase,121,"Café, té y cacao (ND)",-1.46,Variación mensual
2006,Febrero,Nacional,Clase,121,"Café, té y cacao (ND)",11.53,Variación anual
2006,Febrero,Nacional,Clase,121,"Café, té y cacao (ND)",-0.85,Variación acumulada
2006,Febrero,Nacional,Clase,122,"Aguas minerales, refrescos, jugos de frutas y de legumbres (ND)",63.41,Índice
2006,Febrero,Nacional,Clase,122,"Aguas minerales, refrescos, jugos de frutas y de legumbres (ND)",1.5,Variación mensual
2006,Febrero,Nacional,Clase,122,"Aguas minerales, refrescos, jugos de frutas y de legumbres (ND)",-0.39,Variación anual
2006,Febrero,Nacional,Clase,122,"Aguas minerales, refrescos, jugos de frutas y de legumbres (ND)",2.88,Variación acumulada
2006,Febrero,Nacional,División,1,Alimentos y bebidas no alcohólicas,62.03,Índice
2006,Febrero,Nacional,División,1,Alimentos y bebidas no alcohólicas,1.84,Variación mensual
2006,Febrero,Nacional,División,1,Alimentos y bebidas no alcohólicas,7.64,Variación anual
2006,Febrero,Nacional,División,1,Alimentos y bebidas no alcohólicas,3.09,Variación acumulada
2006,Febrero,Nacional,Grupo,11,Alimentos,62.1,Índice
2006,Febrero,Nacional,Grupo,11,Alimentos,1.9,Variación mensual
2006,Febrero,Nacional,Grupo,11,Alimentos,8.08,Variación anual
2006,Febrero,Nacional,Grupo,11,Alimentos,3.14,Variación acumulada
2006,Febrero,Nacional,Grupo,12,Bebidas no alcohólicas,60.72,Índice
2006,Febrero,Nacional,Grupo,12,Bebidas no alcohólicas,1,Variación mensual
2006,Febrero,Nacional,Grupo,12,Bebidas no alcohólicas,1.37,Variación anual
2006,Febrero,Nacional,Grupo,12,Bebidas no alcohólicas,2.25,Variación acumulada
2006,Marzo,Nacional,Clase,111,Pan y cereales (ND),50.69,Índice
2006,Marzo,Nacional,Clase,111,Pan y cereales (ND),0.78,Variación mensual
2006,Marzo,Nacional,Clase,111,Pan y cereales (ND),-4.04,Variación anual
2006,Marzo,Nacional,Clase,111,Pan y cereales (ND),1.07,Variación acumulada
2006,Marzo,Nacional,Clase,112,Carne (ND),64.41,Índice
2006,Marzo,Nacional,Clase,112,Carne (ND),0.8,Variación mensual
2006,Marzo,Nacional,Clase,112,Carne (ND),11.76,Variación anual
2006,Marzo,Nacional,Clase,112,Carne (ND),7.61,Variación acumulada
2006,Marzo,Nacional,Clase,113,Pescado (ND),59.3,Índice
2006,Marzo,Nacional,Clase,113,Pescado (ND),2.03,Variación mensual
2006,Marzo,Nacional,Clase,113,Pescado (ND),2.84,Variación anual
2006,Marzo,Nacional,Clase,113,Pescado (ND),2.16,Variación acumulada
2006,Marzo,Nacional,Clase,114,"Leche, queso y huevos (ND)",66.05,Índice
2006,Marzo,Nacional,Clase,114,"Leche, queso y huevos (ND)",-0.1,Variación mensual
2006,Marzo,Nacional,Clase,114,"Leche, queso y huevos (ND)",5.26,Variación anual
2006,Marzo,Nacional,Clase,114,"Leche, queso y huevos (ND)",-0.76,Variación acumulada
2006,Marzo,Nacional,Clase,115,Aceites y grasas (ND),51.28,Índice
2006,Marzo,Nacional,Clase,115,Aceites y grasas (ND),0.7,Variación mensual
2006,Marzo,Nacional,Clase,115,Aceites y grasas (ND),-0.06,Variación anual
2006,Marzo,Nacional,Clase,115,Aceites y grasas (ND),-0.08,Variación acumulada
2006,Marzo,Nacional,Clase,116,Frutas (ND),69.87,Índice
2006,Marzo,Nacional,Clase,116,Frutas (ND),5.57,Variación mensual
2006,Marzo,Nacional,Clase,116,Frutas (ND),14.78,Variación anual
2006,Marzo,Nacional,Clase,116,Frutas (ND),12.91,Variación acumulada
2006,Marzo,Nacional,Clase,117,Legumbres-Hortalizas (ND),77.43,Índice
2006,Marzo,Nacional,Clase,117,Legumbres-Hortalizas (ND),3.76,Variación mensual
2006,Marzo,Nacional,Clase,117,Legumbres-Hortalizas (ND),28,Variación anual
2006,Marzo,Nacional,Clase,117,Legumbres-Hortalizas (ND),8.47,Variación acumulada
2006,Marzo,Nacional,Clase,118,"Azúcar, mermelada, miel, chocolate y dulces de azúcar (ND)",58.43,Índice
2006,Marzo,Nacional,Clase,118,"Azúcar, mermelada, miel, chocolate y dulces de azúcar (ND)",2.77,Variación mensual
2006,Marzo,Nacional,Clase,118,"Azúcar, mermelada, miel, chocolate y dulces de azúcar (ND)",6.02,Variación anual
2006,Marzo,Nacional,Clase,118,"Azúcar, mermelada, miel, chocolate y dulces de azúcar (ND)",6.76,Variación acumulada
2006,Marzo,Nacional,Clase,119,Productos alimenticios n.e.p. (ND),60.96,Índice
2006,Marzo,Nacional,Clase,119,Productos alimenticios n.e.p. (ND),1.71,Variación mensual
2006,Marzo,Nacional,Clase,119,Productos alimenticios n.e.p. (ND),1.17,Variación anual
2006,Marzo,Nacional,Clase,119,Productos alimenticios n.e.p. (ND),1.71,Variación acumulada
2006,Marzo,Nacional,Clase,121,"Café, té y cacao (ND)",49.08,Índice
2006,Marzo,Nacional,Clase,121,"Café, té y cacao (ND)",1.76,Variación mensual
2006,Marzo,Nacional,Clase,121,"Café, té y cacao (ND)",13.26,Variación anual
2006,Marzo,Nacional,Clase,121,"Café, té y cacao (ND)",0.9,Variación acumulada
2006,Marzo,Nacional,Clase,122,"Aguas minerales, refrescos, jugos de frutas y de legumbres (ND)",63.43,Índice
2006,Marzo,Nacional,Clase,122,"Aguas minerales, refrescos, jugos de frutas y de legumbres (ND)",0.03,Variación mensual
2006,Marzo,Nacional,Clase,122,"Aguas minerales, refrescos, jugos de frutas y de legumbres (ND)",-1.05,Variación anual
2006,Marzo,Nacional,Clase,122,"Aguas minerales, refrescos, jugos de frutas y de legumbres (ND)",2.91,Variación acumulada
2006,Marzo,Nacional,División,1,Alimentos y bebidas no alcohólicas,63.1,Índice
2006,Marzo,Nacional,División,1,Alimentos y bebidas no alcohólicas,1.73,Variación mensual
2006,Marzo,Nacional,División,1,Alimentos y bebidas no alcohólicas,8.64,Variación anual
2006,Marzo,Nacional,División,1,Alimentos y bebidas no alcohólicas,4.87,Variación acumulada
2006,Marzo,Nacional,Grupo,11,Alimentos,63.24,Índice
2006,Marzo,Nacional,Grupo,11,Alimentos,1.83,Variación mensual
2006,Marzo,Nacional,Grupo,11,Alimentos,9.18,Variación anual
2006,Marzo,Nacional,Grupo,11,Alimentos,5.02,Variación acumulada
2006,Marzo,Nacional,Grupo,12,Bebidas no alcohólicas,60.91,Índice
2006,Marzo,Nacional,Grupo,12,Bebidas no alcohólicas,0.31,Variación mensual
2006,Marzo,Nacional,Grupo,12,Bebidas no alcohólicas,1.05,Variación anual
2006,Marzo,Nacional,Grupo,12,Bebidas no alcohólicas,2.57,Variación acumulada
2006,Abril,Nacional,Clase,111,Pan y cereales (ND),50.32,Índice
2006,Abril,Nacional,Clase,111,Pan y cereales (ND),-0.73,Variación mensual
2006,Abril,Nacional,Clase,111,Pan y cereales (ND),-5.3,Variación anual
2006,Abril,Nacional,Clase,111,Pan y cereales (ND),0.33,Variación acumulada
2006,Abril,Nacional,Clase,112,Carne (ND),62.82,Índice
2006,Abril,Nacional,Clase,112,Carne (ND),-2.47,Variación mensual
2006,Abril,Nacional,Clase,112,Carne (ND),8.01,Variación anual
2006,Abril,Nacional,Clase,112,Carne (ND),4.95,Variación acumulada
2006,Abril,Nacional,Clase,113,Pescado (ND),61.94,Índice
2006,Abril,Nacional,Clase,113,Pescado (ND),4.45,Variación mensual
2006,Abril,Nacional,Clase,113,Pescado (ND),5.37,Variación anual
2006,Abril,Nacional,Clase,113,Pescado (ND),6.71,Variación acumulada
2006,Abril,Nacional,Clase,114,"Leche, queso y huevos (ND)",66.55,Índice
2006,Abril,Nacional,Clase,114,"Leche, queso y huevos (ND)",0.75,Variación mensual
2006,Abril,Nacional,Clase,114,"Leche, queso y huevos (ND)",4.09,Variación anual
2006,Abril,Nacional,Clase,114,"Leche, queso y huevos (ND)",-0.02,Variación acumulada
2006,Abril,Nacional,Clase,115,Aceites y grasas (ND),51.24,Índice
2006,Abril,Nacional,Clase,115,Aceites y grasas (ND),-0.08,Variación mensual
2006,Abril,Nacional,Clase,115,Aceites y grasas (ND),-0.23,Variación anual
2006,Abril,Nacional,Clase,115,Aceites y grasas (ND),-0.16,Variación acumulada
2006,Abril,Nacional,Clase,116,Frutas (ND),67.99,Índice
2006,Abril,Nacional,Clase,116,Frutas (ND),-2.68,Variación mensual
2006,Abril,Nacional,Clase,116,Frutas (ND),14.07,Variación anual
2006,Abril,Nacional,Clase,116,Frutas (ND),9.88,Variación acumulada
2006,Abril,Nacional,Clase,117,Legumbres-Hortalizas (ND),75.19,Índice
2006,Abril,Nacional,Clase,117,Legumbres-Hortalizas (ND),-2.89,Variación mensual
2006,Abril,Nacional,Clase,117,Legumbres-Hortalizas (ND),16.21,Variación anual
2006,Abril,Nacional,Clase,117,Legumbres-Hortalizas (ND),5.34,Variación acumulada
2006,Abril,Nacional,Clase,118,"Azúcar, mermelada, miel, chocolate y dulces de azúcar (ND)",60.56,Índice
2006,Abril,Nacional,Clase,118,"Azúcar, mermelada, miel, chocolate y dulces de azúcar (ND)",3.64,Variación mensual
2006,Abril,Nacional,Clase,118,"Azúcar, mermelada, miel, chocolate y dulces de azúcar (ND)",9.58,Variación anual
2006,Abril,Nacional,Clase,118,"Azúcar, mermelada, miel, chocolate y dulces de azúcar (ND)",10.65,Variación acumulada
2006,Abril,Nacional,Clase,119,Productos alimenticios n.e.p. (ND),61.56,Índice
2006,Abril,Nacional,Clase,119,Productos alimenticios n.e.p. (ND),0.99,Variación mensual
2006,Abril,Nacional,Clase,119,Productos alimenticios n.e.p. (ND),0.68,Variación anual
2006,Abril,Nacional,Clase,119,Productos alimenticios n.e.p. (ND),2.72,Variación acumulada
2006,Abril,Nacional,Clase,121,"Café, té y cacao (ND)",49.07,Índice
2006,Abril,Nacional,Clase,121,"Café, té y cacao (ND)",-0.04,Variación mensual
2006,Abril,Nacional,Clase,121,"Café, té y cacao (ND)",11.56,Variación anual
2006,Abril,Nacional,Clase,121,"Café, té y cacao (ND)",0.86,Variación acumulada
2006,Abril,Nacional,Clase,122,"Aguas minerales, refrescos, jugos de frutas y de legumbres (ND)",62.47,Índice
2006,Abril,Nacional,Clase,122,"Aguas minerales, refrescos, jugos de frutas y de legumbres (ND)",-1.51,Variación mensual
2006,Abril,Nacional,Clase,122,"Aguas minerales, refrescos, jugos de frutas y de legumbres (ND)",-2.26,Variación anual
2006,Abril,Nacional,Clase,122,"Aguas minerales, refrescos, jugos de frutas y de legumbres (ND)",1.35,Variación acumulada
2006,Abril,Nacional,División,1,Alimentos y bebidas no alcohólicas,62.45,Índice
2006,Abril,Nacional,División,1,Alimentos y bebidas no alcohólicas,-1.03,Variación mensual
2006,Abril,Nacional,División,1,Alimentos y bebidas no alcohólicas,5.9,Variación anual
2006,Abril,Nacional,División,1,Alimentos y bebidas no alcohólicas,3.79,Variación acumulada
2006,Abril,Nacional,Grupo,11,Alimentos,62.59,Índice
2006,Abril,Nacional,Grupo,11,Alimentos,-1.02,Variación mensual
2006,Abril,Nacional,Grupo,11,Alimentos,6.33,Variación anual
2006,Abril,Nacional,Grupo,11,Alimentos,3.96,Variación acumulada
2006,Abril,Nacional,Grupo,12,Bebidas no alcohólicas,60.14,Índice
2006,Abril,Nacional,Grupo,12,Bebidas no alcohólicas,-1.27,Variación mensual
2006,Abril,Nacional,Grupo,12,Bebidas no alcohólicas,-0.2,Variación anual
2006,Abril,Nacional,Grupo,12,Bebidas no alcohólicas,1.27,Variación acumulada
2006,Mayo,Nacional,Clase,111,Pan y cereales (ND),50.52,Índice
2006,Mayo,Nacional,Clase,111,Pan y cereales (ND),0.41,Variación mensual
2006,Mayo,Nacional,Clase,111,Pan y cereales (ND),-3.99,Variación anual
2006,Mayo,Nacional,Clase,111,Pan y cereales (ND),0.74,Variación acumulada
2006,Mayo,Nacional,Clase,112,Carne (ND),62.92,Índice
2006,Mayo,Nacional,Clase,112,Carne (ND),0.16,Variación mensual
2006,Mayo,Nacional,Clase,112,Carne (ND),6.09,Variación anual
2006,Mayo,Nacional,Clase,112,Carne (ND),5.12,Variación acumulada
2006,Mayo,Nacional,Clase,113,Pescado (ND),63.21,Índice
2006,Mayo,Nacional,Clase,113,Pescado (ND),2.04,Variación mensual
2006,Mayo,Nacional,Clase,113,Pescado (ND),10.3,Variación anual
2006,Mayo,Nacional,Clase,113,Pescado (ND),8.89,Variación acumulada
2006,Mayo,Nacional,Clase,114,"Leche, queso y huevos (ND)",67.07,Índice
2006,Mayo,Nacional,Clase,114,"Leche, queso y huevos (ND)",0.79,Variación mensual
2006,Mayo,Nacional,Clase,114,"Leche, queso y huevos (ND)",3.86,Variación anual
2006,Mayo,Nacional,Clase,114,"Leche, queso y huevos (ND)",0.77,Variación acumulada
2006,Mayo,Nacional,Clase,115,Aceites y grasas (ND),51.36,Índice
2006,Mayo,Nacional,Clase,115,Aceites y grasas (ND),0.23,Variación mensual
2006,Mayo,Nacional,Clase,115,Aceites y grasas (ND),0.45,Variación anual
2006,Mayo,Nacional,Clase,115,Aceites y grasas (ND),0.07,Variación acumulada
2006,Mayo,Nacional,Clase,116,Frutas (ND),66.12,Índice
2006,Mayo,Nacional,Clase,116,Frutas (ND),-2.75,Variación mensual
2006,Mayo,Nacional,Clase,116,Frutas (ND),11.56,Variación anual
2006,Mayo,Nacional,Clase,116,Frutas (ND),6.86,Variación acumulada
2006,Mayo,Nacional,Clase,117,Legumbres-Hortalizas (ND),70.09,Índice
